id,name,birthdate,deathdate
7075,Sammy Davis Jr.,12/8/1925,5/16/1990
7076,Sammy Nagi Njuguna,,
7077,Samuel Davis,12/8/1925,5/16/1990
7078,Samuel Roukin,8/15/1980,
7079,Samuel West,6/19/1966,
7080,Sana Saeed,9/22/1988,
7081,Sanaa Hamri,,
7082,Sanaa Lathan,9/19/1971,
7083,Sandahl Bergman,11/14/1951,
7084,Sandra Echeverría,12/11/1984,
7085,Sandra Ellis Lafferty,8/2/1940,
7086,Sandra Nelson,12/29/1964,
7087,Sandra Staggs,,
7088,Sandra Vergara,,
7089,Sandrine Holt,11/19/1972,
7090,Sandrine Kiberlain,2/25/1968,
7091,Sandy Dennis,,
7092,Sanjay Dutt,7/29/1959,
7093,Sanjay Mishra,,
7094,Sanjay Rawal,,
7095,Sanoe Lake,5/19/1979,
7096,Santiago Cabrera,5/5/1978,
7097,Santiago Segura,7/17/1965,
7098,Sara Forestier,10/4/1986,
7099,Sara Gilbert,1/29/1975,
7100,Sara Newens,,
7101,Sara Stepnicka,,
7102,Sara Stewart,6/28/1966,
7103,Sara Sugarman,10/13/1965,
7104,Sara-Marie Maltha,11/30/1971,
7105,Sarah Butler,2/11/1985,
7106,Sarah Callan,,
7107,Sarah Carter,10/30/1980,
7108,Sarah Clarke,2/16/1972,
7109,Sarah Douglas,12/12/1952,
7110,Sarah Drew,10/1/1980,
7111,Sarah Gadon,4/4/1987,
7112,Sarah Gavron,,
7113,Sarah Kazemy,,
7114,Sarah Lind,7/22/1982,
7115,Sarah Michelle Gellar,4/14/1977,
7116,Sarah Murphy-Dyson,,
7117,Sarah Parish,6/7/1968,
7118,Sarah Polley,1/8/1979,
7119,Sarah Rafferty,12/6/1972,
7120,Sarah Roemer,8/28/1984,
7121,Sarah Silverman,12/1/1970,
7122,Sarah Smith,,
7123,Sarah Solemani,9/4/1986,
7124,Sarah Steele,9/16/1988,
7125,Sarah Wright,9/28/1983,
7126,Sarah Wynter,2/15/1973,
7127,Sarain Boylan,,
7128,Sariann Monaco,,
7129,Sarik Andreasyan,8/24/1984,
7130,Sarita Choudhury,8/18/1966,
7131,Sarunyu Wongkrachang,,
7132,Sasha Alexander,5/17/1973,
7133,Sasha Roiz,10/21/1973,
7134,Satish Kaushik,4/13/1956,
7135,Satoshi Tsumabuki,12/13/1980,
7136,Saul Dibb,,
7137,Saul Stein,,
7138,Saul Williams,9/19/1940,
7139,Saurabh Shukla,3/5/1963,
7140,Sayed Badreya,,
7141,Scandar Copti,,
7142,Scarlett Johansson,11/22/1984,
7143,Scatman Crothers,5/23/1910,11/22/1986
7144,Scoot McNairy,11/11/1977,
7145,Scott A. Martin,,
7146,Scott Adsit,11/26/1965,
7147,Scott Alexander,6/16/1963,
7148,Scott Baio,9/22/1960,
7149,Scott Cohen,12/19/1961,
7150,Scott Cooper,,
7151,Scott Derrickson,7/16/1966,
7152,Scott Dow,,
7153,Scott Elrod,2/10/1975,
7154,Scott Evans,,
7155,Scott Foley,7/15/1972,
7156,Scott Frank,3/10/1960,
7157,Scott Glenn,1/26/1941,
7158,Scott Grimes,7/9/1971,
7159,Scott Handy,7/21/1968,
7160,Scott Helvenston,6/21/1965,3/31/2004
7161,Scott Hicks,3/4/1953,
7162,Scott Kalvert,8/15/1964,3/5/2014
7163,Scott Lawrence,9/27/1963,
7164,Scott Levy,,
7165,Scott Mann,,
7166,Scott Marshall,,
7167,Scott Mechlowicz,1/17/1981,
7168,Scott Patterson,9/11/1958,
7169,Scott Porter,7/14/1979,
7170,Scott Reeves,5/16/1966,
7171,Scott Schwartz,,
7172,Scott Smith,7/13/1965,
7173,Scott Speer,,
7174,Scott Stewart,10/9/1954,
7175,Scott Takeda,3/21/1967,
7176,Scott Vance,2/22/1964,
7177,Scott Walker,,
7178,Scott Waugh,,
7179,Scott Weinger,10/5/1975,
7180,Scott Wolf,6/4/1968,
7181,Scott Ziehl,,
7182,Scout Taylor-Compton,2/21/1989,
7183,Seamus Davey-Fitzpatrick,12/29/1998,
7184,Sean Anders,,
7185,Sean Buchanan,9/30/1968,
7186,Sean Byrne,,
7187,Sean Cameron Michael,12/24/1969,
7188,Sean Connery,8/25/1930,
7189,Sean Cook,,
7190,Sean Durkin,,
7191,Sean Harris,,
7192,Sean Hayes,6/26/1970,
7193,Sean Huze,1/18/1975,
7194,Sean Keenan,1/18/1993,
7195,Sean Kingston,2/3/1990,
7196,Sean Lennon,10/9/1975,
7197,Sean Maher,4/16/1975,
7198,Sean McNamara,5/9/1962,
7199,Sean Michael Afable,11/20/1988,
7200,Sean Patrick Thomas,12/17/1970,
7201,Sean Penn,8/17/1960,
7202,Sean Pertwee,6/4/1964,
7203,Sean Rogerson,9/30/1977,
7204,Sean Whalen,5/19/1964,
7205,Sean Young,11/20/1959,
7206,Sebastian Aguilar,,
7207,Sebastian Blomberg,5/24/1972,
7208,Sebastian Koch,5/31/1962,
7209,Sebastian Roché,,
7210,Sebastian Schipper,5/8/1968,
7211,Sedona James,,
7212,Sedona Legge,,
7213,Seema Biswas,,
7214,Sela Ward,7/11/1956,
7215,Selton Mello,12/30/1972,
7216,Sendhil Ramamurthy,5/17/1974,
7217,Ser'Darius Blain,,
7218,Serdar Akar,,
7219,Seregon O'Dassey,7/3/1981,
7220,Serena Grandi,3/23/1958,
7221,Serena Scott Thomas,9/21/1961,
7222,Sergej Trifunovic,9/2/1972,
7223,Sergey Bodrov,6/28/1948,
7224,Sergey Bondarchuk,9/25/1920,10/20/1994
7225,Sergey Garmash,9/1/1958,
7226,Sergi López,12/22/1965,
7227,Sergio Calderón,12/9/1921,1/26/2008
7228,Sergio Leone,1/3/1929,4/30/1989
7229,Sessue Hayakawa,1889-06-10,11/23/1973
7230,Seth Ackerman,,
7231,Seth Gabel,10/3/1981,
7232,Seth Gilliam,11/5/1968,
7233,Seth Gordon,,
7234,Seth MacFarlane,10/26/1973,
7235,Seth Meyers,12/28/1973,
7236,Seu Jorge,6/8/1970,
7237,Seychelle Gabriel,3/25/1991,
7238,Seymour Cassel,1/22/1935,
7239,Shabana Azmi,9/18/1950,
7240,Shad Moss,3/9/1987,
7241,Shah Rukh Khan,11/2/1965,
7242,Shahab Hosseini,2/3/1974,
7243,Shahir Kabaha,,
7244,Shailene Garnett,,
7245,Shailene Woodley,11/15/1991,
7246,Shakti Kapoor,9/3/1952,
7247,Shana Feste,8/28/1976,
7248,Shane Acker,,
7249,Shane Black,12/16/1961,
7250,Shane Brolly,3/6/1970,
7251,Shane Carruth,,
7252,Shane Dawson,,
7253,Shane Hartline,,
7254,Shane Meadows,12/26/1972,
7255,Shane Pollard,,
7256,Shane Rangi,2/3/1969,
7257,Shanley Caswell,12/3/1991,
7258,Shannen Fields,,
7259,Shannon Elizabeth,9/7/1973,
7260,Shannon Tweed,3/10/1957,
7261,Shannon Woodward,12/17/1984,
7262,Shantel VanSanten,7/25/1985,
7263,Sharat Saxena,8/17/1950,
7264,Shari Albert,7/9/1971,
7265,Shari Springer Berman,7/13/1963,
7266,Sharlto Copley,11/27/1973,
7267,Sharon Greytak,,
7268,Sharon Lawrence,6/29/1961,
7269,Sharon Leal,10/17/1972,
7270,Sharon Maguire,,
7271,Sharon Small,1/1/1967,
7272,Sharron Miller,,
7273,Shaun Evans,,
7274,Shaun O'Hagan,7/24/1969,
7275,Shaun Parkes,2/9/1973,
7276,Shaun Sipos,10/30/1981,
7277,Shaun Toub,,
7278,Shaun Weiss,8/27/1978,
7279,Shauna Macdonald,10/6/1970,
7280,Shawn Andrews,10/15/1971,
7281,Shawn Christian,12/18/1965,
7282,Shawn Doyle,,
7283,Shawn Hatosy,12/29/1975,
7284,Shawn Levy,7/23/1968,
7285,Shawn Parsons,7/3/1977,
7286,Shawn Roberts,,
7287,Shawn Yue,11/13/1981,
7288,Shawna Waldron,1/25/1982,
7289,Shawnee Smith,7/3/1969,
7290,Shazahn Padamsee,10/19/1987,
7291,Shea Whigham,1/5/1969,
7292,Sheila Hancock,2/22/1933,
7293,Shekar,,
7294,Shekhar Kapur,12/6/1945,
7295,Shelby Vischer,,
7296,Sheldon Bailey,,
7297,Sheldon Leonard,2/22/1907,1/10/1997
7298,Sheldon Lettich,1/14/1951,
7299,Shelley Conn,9/21/1976,
7300,Shelley Duvall,7/7/1949,
7301,Shelley Hennig,1/2/1987,
7302,Shelley Long,8/23/1949,
7303,Shelley Waggener,9/30/1964,
7304,Shelley Winters,8/18/1920,1/14/2006
7305,Shelly Varod,,
7306,Shenae Grimes-Beech,10/24/1989,
7307,Shengyi Huang,2/11/1983,
7308,Sheridan Smith,6/25/1981,
7309,Sherman Alexie,10/7/1966,
7310,Sherman Hemsley,2/1/1938,7/24/2012
7311,Sherri Shepherd,4/22/1967,
7312,Sheryl Crow,2/11/1962,
7313,Sheryl Lee,12/30/1956,
7314,Shidô Nakamura,9/14/1972,
7315,Shigeo Kobayashi,,
7316,Shimit Amin,,
7317,Shin'ya Tsukamoto,1/1/1960,
7318,Shinji Aramaki,10/2/1960,
7319,Shinobu Terajima,12/28/1972,
7320,Shintaro Shimosawa,,
7321,Shiree Nelson,9/12/1986,
7322,Shiri Appleby,12/7/1978,
7323,Shirley Douglas,4/2/1934,
7324,Shirley Henderson,11/24/1965,
7325,Shirley Jones,3/31/1934,
7326,Shirley Knight,7/5/1936,
7327,Shô Kosugi,5/25/1976,
7328,Shobu Kapoor,,
7329,Shona Auerbach,,
7330,Shona Kay,,
7331,Shriman Umeshanad Brahmachari,,
7332,Shriya Saran,9/11/1982,
7333,Shun Oguri,12/26/1982,
7334,Shyam Madiraju,,
7335,Si Won Choi,4/7/1986,
7336,Sid Caesar,9/8/1922,2/12/2014
7337,Sid Haig,7/14/1939,
7338,Siddharth Anand,,
7339,Siddiq Barmak,9/7/1962,
7340,Sidney J. Furie,2/28/1933,
7341,Sidney James,5/8/1913,4/26/1976
7342,Sidney Lumet,6/25/1924,4/9/2011
7343,Sienna Beckman,,
7344,Sierra McCormick,10/28/1997,
7345,Sigríður María Egilsdóttir,,
7346,Sihung Lung,1/1/1930,5/2/2002
7347,Silvia Colloca,7/23/1977,
7348,Silvio Muccino,4/14/1982,
7349,Simeon Rice,2/24/1974,
7350,Simon Abkarian,3/5/1962,
7351,Simón Andreu,1/1/1941,
7352,Simon Baker,7/30/1969,
7353,Simon Baron-Cohen,,
7354,Simon Callow,6/13/1949,
7355,Simon Chandler,,
7356,Simon Curtis,3/11/1960,
7357,Simon McBurney,8/25/1957,
7358,Simon Merrells,7/14/1965,
7359,Simon Napier-Bell,4/22/1939,
7360,Simon Rhee,10/28/1957,
7361,Simon Wells,,
7362,Simon West,9/25/1966,
7363,Simon Wincer,,
7364,Simon Woods,,
7365,Simon Yam,3/19/1955,
7366,Simon Yin,6/6/1955,3/8/2015
7367,Sina Amedson,4/5/1982,
7368,Siobhan Fallon Hogan,5/13/1961,
7369,Siobhan Marshall,,
7370,Sissy Petropoulou,,
7371,Sissy Spacek,12/25/1949,
7372,Siu-Wong Fan,6/19/1973,
7373,Ski Carr,,
7374,Skye McCole Bartusiak,9/28/1992,7/19/2014
7375,Skyler Samuels,4/14/1994,
7376,Slash,7/23/1965,
7377,Slim Pickens,6/29/1919,12/8/1983
7378,Sngmoo Lee,,
7379,Snoop Dogg,10/20/1971,
7380,Sofia Black-D'Elia,12/23/1991,
7381,Sofia Boutella,4/6/1982,
7382,Sofia Coppola,5/14/1971,
7383,Sofia Vassilieva,10/22/1992,
7384,Sofie Gråbøl,7/30/1968,
7385,Sol Tryon,,
7386,Soledad Villamil,6/19/1969,
7387,Soleyman Pierini,,
7388,Sonam Kinga,,
7389,Sonia Braga,6/8/1950,
7390,Sonja Sohn,,
7391,Sonoya Mizuno,,
7392,Sook-Yin Lee,,
7393,Sophia Myles,3/18/1980,
7394,Sophie Nélisse,3/27/2000,
7395,Sophie Okonedo,8/11/1968,
7396,Sophie Rois,6/1/1961,
7397,Spela Colja,,
7398,Spencer Breslin,5/18/1992,
7399,Spencer Susser,,
7400,Spencer Tracy,4/5/1900,6/10/1967
7401,Spencer Treat Clark,9/24/1987,
7402,Spencer Wilding,7/26/1972,
7403,Spike Jonze,10/22/1969,
7404,Spike Lee,3/20/1957,
7405,Sprague Grayden,7/21/1980,
7406,Spring Byington,1886-10-17,9/7/1971
7407,Stacie Evans,,
7408,Stacy Edwards,3/4/1965,
7409,Stacy Keach,6/2/1941,
7410,Stacy Peralta,10/15/1957,
7411,Stafford Douglas,,
7412,Stana Roumillac,,
7413,Stanislav Ianevski,5/16/1985,
7414,Stanley B. Herman,,
7415,Stanley Blystone,1894-08-01,7/16/1956
7416,Stanley Donen,4/13/1924,
7417,Stanley Kramer,9/29/1913,2/19/2001
7418,Stanley Kubrick,7/26/1928,3/7/1999
7419,Stanley Tong,,
7420,Stanton Barrett,12/1/1972,
7421,Stark Sands,9/30/1978,
7422,Stefan C. Schaefer,,
7423,Stefan Kapicic,12/1/1978,
7424,Stefan Ruzowitzky,12/25/1961,
7425,Stefan Schwartz,,
7426,Stefania Sandrelli,6/5/1946,
7427,Stefanie Drummond,,
7428,Stefen Fangmeier,12/9/1960,
7429,Steffinnie Phrommany,10/2/1978,
7430,Stellan Skarsgård,6/13/1951,
7431,Stephan Elliott,8/27/1964,
7432,Stéphane Aubier,10/8/1964,
7433,Stephane Gauger,,
7434,Stéphane Rousseau,9/17/1966,
7435,Stephanie Berry,,
7436,Stephanie Danielson,4/11/1987,
7437,Stephanie Lemelin,6/29/1979,
7438,Stephanie Leonidas,2/14/1984,
7439,Stephanie March,7/23/1974,
7440,Stephanie Sigman,,
7441,Stephanie Szostak,,
7442,Stephanie Vogt,8/12/1975,
7443,Stephen Amell,5/8/1981,
7444,Stephen Au,4/26/1963,
7445,Stephen Baldwin,5/12/1966,
7446,Stephen Boss,11/17/1960,
7447,Stephen Boyd,7/4/1931,6/2/1977
7448,Stephen Carpenter,,
7449,Stephen Carr,,
7450,Stephen Chbosky,1/25/1970,
7451,Stephen Chow,6/22/1962,
7452,Stephen Colbert,5/13/1964,
7453,Stephen Collins,10/1/1947,
7454,Stephen Daldry,5/2/1960,
7455,Stephen Dillane,3/27/1957,
7456,Stephen Frears,6/20/1941,
7457,Stephen Gaghan,5/6/1965,
7458,Stephen Graham,8/3/1973,
7459,Stephen Henderson,8/31/1949,
7460,Stephen Herek,2/5/1969,
7461,Stephen Hillenburg,8/21/1961,
7462,Stephen Hopkins,,
7463,Stephen J. Anderson,,
7464,Stephen Kay,,
7465,Stephen Kijak,,
7466,Stephen Langford,,
7467,Stephen Macht,5/1/1942,
7468,Stephen Marcus,6/18/1962,
7469,Stephen McCole,,
7470,Stephen McHattie,2/3/1947,
7471,Stephen Merchant,11/24/1974,
7472,Stephen Milburn Anderson,,5/1/2015
7473,Stephen Norrington,,
7474,Stephen Rea,10/31/1946,
7475,Stephen Root,11/17/1951,
7476,Stephen Sommers,3/20/1962,
7477,Stephen Walters,,
7478,Sterling Jerins,6/15/2004,
7479,Sterling Van Wagenen,7/2/1947,
7480,Stevan Mena,,
7481,Steve Antin,4/19/1958,
7482,Steve Bacic,3/13/1965,
7483,Steve Bannos,8/5/1960,
7484,Steve Barron,5/4/1956,
7485,Steve Bastoni,3/4/1966,
7486,Steve Beck,,
7487,Steve Bendelack,,
7488,Steve Bisley,12/26/1951,
7489,Steve Box,1/23/1967,
7490,Steve Boyum,9/4/1952,
7491,Steve Burg,,
7492,Steve Buscemi,12/13/1957,
7493,Steve Byers,12/31/1979,
7494,Steve Carell,8/16/1962,
7495,Steve Carr,,
7496,Steve Carver,4/5/1945,
7497,Steve Coogan,10/14/1965,
7498,Steve Diasparra,,
7499,Steve Duin,,
7500,Steve Earle,1/17/1955,
7501,Steve Gomer,,
7502,Steve Gonsalves,,
7503,Steve Guttenberg,8/24/1958,
7504,Steve Harris,12/3/1965,
7505,Steve Harvey,1/17/1957,
7506,Steve Hickner,,
7507,Steve Howey,7/12/1977,
7508,Steve Irwin,,
7509,Steve James,,
7510,Steve Le Marquand,12/26/1967,
7511,Steve Martino,8/14/1945,
7512,Steve McQueen,10/9/1969,
7513,Steve Miner,6/18/1951,
7514,Steve Oedekerk,11/27/1961,
7515,Steve Pemberton,9/1/1967,
7516,Steve Pink,,
7517,Steve Railsback,11/16/1945,
7518,Steve Rash,,
7519,Steve Reevis,8/14/1962,
7520,Steve Schirripa,8/1/1958,
7521,Steve Taylor,,
7522,Steve Trenbirth,,
7523,Steve Whitmire,9/24/1958,
7524,Steve-O,,
7525,Steven Anthony Lawrence,7/19/1990,
7526,Steven Bauer,12/2/1956,
7527,Steven Berkoff,8/3/1937,
7528,Steven Brill,,
7529,Steven Christopher Parker,1/8/1989,
7530,Steven E. de Souza,11/17/1947,
7531,Steven Elder,,
7532,Steven Hill,2/24/1922,8/23/2016
7533,Steven Mackintosh,4/30/1967,
7534,Steven Michael Quezada,2/15/1963,
7535,Steven Quale,,
7536,Steven R. Monroe,9/15/1964,
7537,Steven Seagal,4/10/1952,
7538,Steven Shainberg,2/5/1963,
7539,Steven Soderbergh,1/14/1963,
7540,Steven Spielberg,12/18/1946,
7541,Steven Waddington,,
7542,Steven Weber,3/4/1961,
7543,Steven Yeun,12/21/1983,
7544,Steven Zaillian,1/30/1953,
7545,Stevie Wonder,5/13/1950,
7546,Stewart Hendler,12/22/1978,
7547,Stewart Raffill,1/27/1942,
7548,Stian Smestad,3/12/1976,
7549,Sticky Fingaz,11/3/1973,
7550,Stig Bergqvist,4/28/1962,
7551,Stig Frode Henriksen,,
7552,Stiles White,,
7553,Stockard Channing,2/13/1944,
7554,Stuart Baird,1/14/1947,
7555,Stuart Beattie,,
7556,Stuart Gillard,4/28/1950,
7557,Stuart Gordon,8/11/1947,
7558,Stuart Hazeldine,6/10/1971,
7559,Stuart Margolin,1/31/1940,
7560,Stuart Whitman,2/1/1928,
7561,Stuart Wilson,,
7562,Sue Corcoran,,
7563,Sullivan Stapleton,6/14/1977,
7564,Sumalee Montano,8/3/1972,
7565,Summer Napoles,,
7566,Summer Phoenix,12/10/1978,
7567,Sung-jun Yoo,,
7568,Sung-kee Ahn,1/1/1952,
7569,Sunil Narkar,,
7570,Sunil Shetty,8/11/1961,
7571,Sunny Mabrey,11/28/1975,
7572,Suraj Sharma,3/21/1993,
7573,Susan Blommaert,10/13/1947,
7574,Susan Chambers,,
7575,Susan Clark,3/8/1940,
7576,Susan Gardner,,
7577,Susan Hampshire,5/12/1937,
7578,Susan Hogan,,
7579,Susan May Pratt,2/8/1974,
7580,Susan Seidelman,12/11/1952,
7581,Susan Stroman,10/17/1954,
7582,Susan Tyrrell,3/18/1945,6/16/2012
7583,Susan Ward,4/15/1976,
7584,Susanna Thompson,1/27/1958,
7585,Susanna White,,
7586,Susannah York,1/9/1939,1/15/2011
7587,Susanne Bier,4/15/1960,
7588,Susanne Lothar,11/15/1960,7/21/2012
7589,Susie Abromeit,11/15/1982,
7590,Susie Essman,5/31/1955,
7591,Sut Jhally,5/29/1955,
7592,Suzi Lorraine,2/15/1978,
7593,Suzie Plakson,6/3/1958,
7594,Suzie Steen,,
7595,Sven Nordin,2/6/1957,
7596,Sven-Ole Thorsen,9/24/1944,
7597,Swami Krishnanad,,
7598,Swoosie Kurtz,9/6/1944,
7599,Syamsul Arifin,,
7600,Sydelle Noel,,
7601,Sydney Penny,8/7/1971,
7602,Sydney Pollack,7/1/1934,5/26/2008
7603,Sylvain Chomet,11/10/1963,
7604,Sylvain White,,
7605,Sylvester Stallone,7/6/1946,
7606,Sylvia Eckhausen,1889-07-20,9/3/1967
7607,Sylvia Syms,1/6/1934,
7608,Sylvio Tabet,,
7609,Synnøve Macody Lund,,
7610,T.C. Stallings,12/1/1977,
7611,T.I.,9/25/1980,
7612,T.J. Storm,,
7613,T.J. Thyne,3/7/1975,
7614,T.R. Silambarasan,2/3/1983,
7615,T.V. Carpio,,
7616,Tabu,11/4/1971,
7617,Tac Fitzgerald,7/5/1981,
7618,Tadanobu Asano,11/27/1973,
7619,Tadeo Garcia,1/31/1977,
7620,Taedong Park,,
7621,Taika Waititi,8/16/1975,
7622,Takao Okawara,12/20/1949,
7623,Takashi Miike,8/24/1960,
7624,Takashi Shimizu,7/27/1972,
7625,Takashi Shimura,3/12/1905,2/11/1982
7626,Takeshi Kaneshiro,10/11/1973,
7627,Takeshi Kitano,1/18/1947,
7628,Takeshi Kusao,11/20/1965,
7629,Takuya Kimura,11/13/1972,
7630,Tal Bachman,8/13/1968,
7631,Talia Shire,4/25/1946,
7632,Talia Zucker,,
7633,Taliesin Jaffe,1/19/1977,
7634,Talisa Soto,3/27/1967,
7635,Talulah Riley,9/26/1985,
7636,Tamala Jones,11/12/1974,
7637,Tamannaah Bhatia,12/21/1989,
7638,Tamar Novas,10/3/1986,
7639,Tamara Glynn,,
7640,Tamara Jenkins,5/2/1962,
7641,Tamara Taylor,9/27/1970,
7642,Tamara Toumanova,3/2/1919,5/29/1996
7643,Tamara Tunie,3/14/1959,
7644,Tammin Sursok,8/19/1983,
7645,Tammy Blanchard,12/14/1976,
7646,Tammy Davis,11/6/1958,
7647,Tamra Davis,1/22/1962,
7648,Tamsin Egerton,11/26/1988,
7649,Tania Saulnier,3/5/1982,
7650,Tanner Beard,9/16/1984,
7651,Tannishtha Chatterjee,,
7652,Tanya Roberts,10/15/1955,
7653,Tanya van Graan,12/13/1983,
7654,Tao Okamoto,5/22/1985,
7655,Tara Fitzgerald,9/18/1967,
7656,Tara Platt,6/18/1978,
7657,Tara Strohmeier,,
7658,Tara Subkoff,12/10/1972,
7659,Taran Killam,4/1/1982,
7660,Taron Egerton,11/10/1989,
7661,Tarsem Singh,5/26/1961,
7662,Tasha Smith,2/28/1971,
7663,Tate Donovan,9/25/1963,
7664,Tate Taylor,6/3/1969,
7665,Tatiana Suarez-Pico,7/31/1981,
7666,Tatsuo Matsumura,12/18/1914,6/18/2005
7667,Tatum O'Neal,11/5/1963,
7668,Tatyana Ali,1/24/1979,
7669,Tawny Kitaen,8/5/1961,
7670,Tay Garnett,1894-06-13,10/3/1977
7671,Taylor Blackwell,,
7672,Taylor Cole,4/29/1984,
7673,Taylor Dooley,2/26/1993,
7674,Taylor Hackford,12/31/1944,
7675,Taylor Handley,6/1/1984,
7676,Taylor Lautner,2/11/1992,
7677,Taylor Negron,8/1/1957,1/10/2015
7678,Taylor Nichols,3/3/1959,
7679,Taylor Pigeon,,
7680,Tchéky Karyo,10/4/1953,
7681,Teala Dunn,12/8/1996,
7682,Ted Cassidy,7/31/1932,1/16/1979
7683,Ted Danson,12/29/1947,
7684,Ted de Corsia,9/29/1905,4/11/1973
7685,Ted Demme,10/26/1963,1/13/2002
7686,Ted Kotcheff,4/7/1931,
7687,Ted Markland,1/15/1933,12/18/2011
7688,Ted Post,3/31/1918,8/20/2013
7689,Ted Raimi,12/14/1965,
7690,Ted Wass,10/27/1952,
7691,Teddy Chan,,
7692,Teddy Doloir,,
7693,Teddy Sears,4/6/1977,
7694,Telly Savalas,1/21/1922,1/22/1994
7695,Tempestt Bledsoe,8/1/1973,
7696,Temple Grandin,8/29/1947,
7697,Temuera Morrison,12/26/1960,
7698,Tencho Gyalpo,,
7699,Tenoch Huerta,,
7700,Tenzin Thuthob Tsarong,,
7701,Teo Halm,,
7702,Terence Bernie Hines,4/9/1969,
7703,Terence Davies,11/10/1945,
7704,Terence Hill,3/29/1939,
7705,Terence Maynard,,
7706,Terence Yin,5/19/1975,
7707,Terence Young,6/20/1915,9/7/1994
7708,Teresa Wright,10/27/1918,3/6/2005
7709,Teri Garr,12/11/1947,
7710,Teri Polo,6/1/1969,
7711,Terrance Zdunich,,
7712,Terrence Malick,11/30/1943,
7713,Terron R. Parsons,,
7714,Terry,11/30/1943,
7715,Terry Funk,6/30/1944,
7716,Terry George,12/20/1952,
7717,Terry Gilliam,11/22/1940,
7718,Terry Jones,2/1/1942,
7719,Terry Kinney,1/29/1954,
7720,Terry Kiser,8/1/1939,
7721,Terry O'Neill,,
7722,Terry Pheto,,
7723,Terry Walters,,
7724,Terry Zwigoff,5/18/1949,
7725,Terumi Matthews,7/6/1965,
7726,Teryl Rothery,11/9/1962,
7727,Tessa Thompson,10/3/1983,
7728,Tesshô Genda,5/20/1948,
7729,Tetsu Watanabe,,
7730,Texas Battle,8/9/1976,
7731,Teyonah Parris,,
7732,Thaddeus O'Sullivan,,
7733,The Dalai Lama,7/6/1935,
7734,The Edge,8/8/1961,
7735,Thea Sharrock,,
7736,Thekla Reuten,9/16/1975,
7737,Thelma Ritter,2/14/1902,2/5/1969
7738,Theo James,12/16/1984,
7739,Theodore Bikel,5/2/1924,7/21/2015
7740,Theodore Melfi,,
7741,Theodore Witcher,,
7742,Theresa Merritt,9/24/1924,6/12/1998
7743,Theresa Randle,12/27/1964,
7744,Theresa Russell,3/20/1957,
7745,Thierry Harcourt,,
7746,Thom Mathews,11/28/1958,
7747,Thomas Bezucha,3/8/1964,
7748,Thomas Bo Larsen,11/27/1963,
7749,Thomas Brophy,,
7750,Thomas Carter,7/17/1953,
7751,Thomas F. Wilson,,
7752,Thomas Horn,,
7753,Thomas Ian Griffith,3/18/1962,
7754,Thomas Ian Nicholas,7/10/1980,
7755,Thomas Kretschmann,9/8/1962,
7756,Thomas L. Phillips,12/30/1974,
7757,Thomas Law,12/17/1992,
7758,Thomas Lennon,,
7759,Thomas Lilti,,
7760,Thomas McDonell,5/2/1986,
7761,Thomas Middleditch,3/10/1982,
7762,Thomas Mitchell,1892-07-11,12/17/1962
7763,Thomas Robinson,,
7764,Thomas Stroppel,,
7765,Thomas Vinterberg,5/19/1969,
7766,Thor Freudenthal,10/20/1972,
7767,Thorbjørn Christoffersen,,
7768,Thure Lindhardt,12/24/1974,
7769,Ti West,10/5/1980,
7770,Tia Carrere,1/2/1967,
7771,Tiago Riani,,
7772,Tichina Arnold,6/28/1969,
7773,Tiffany Bolling,2/6/1947,
7774,Tiffany Dupont,3/22/1981,
7775,Tiffany Helm,5/12/1964,
7776,Tiffany Lamb,,
7777,Tika Sumpter,6/20/1980,
7778,Tim Abell,7/1/1958,
7779,Tim Bagley,8/17/1957,
7780,Tim Blake Nelson,5/11/1964,
7781,Tim Boxell,,
7782,Tim Burton,8/25/1958,
7783,Tim Chambers,,
7784,Tim Choate,10/11/1954,9/24/2004
7785,Tim Conway,12/15/1933,
7786,Tim Daly,3/1/1956,
7787,Tim DeKay,6/12/1963,
7788,Tim DeZarn,7/11/1952,
7789,Tim Fywell,10/3/1951,
7790,Tim Guinee,11/18/1962,
7791,Tim Gunn,7/29/1953,
7792,Tim Healy,1/29/1952,
7793,Tim Heidecker,2/3/1976,
7794,Tim Hill,,
7795,Tim Holmes,,
7796,Tim Hunter,6/15/1947,
7797,Tim Johnson,3/17/1965,
7798,Tim Matheson,12/31/1947,
7799,Tim McCanlies,,
7800,Tim McGraw,5/1/1967,
7801,Tim McInnerny,9/18/1956,
7802,Tim Meadows,2/5/1961,
7803,Tim Miller,2/28/1970,
7804,Tim Pigott-Smith,5/13/1946,
7805,Tim Rice,11/10/1944,
7806,Tim Robbins,10/16/1958,
7807,Tim Rose,7/17/1956,
7808,Tim Russ,6/22/1956,
7809,Tim Story,3/13/1970,
7810,Tim Thomerson,4/8/1946,
7811,Tim Williams,2/14/1966,
7812,Timothée Chalamet,,
7813,Timothy Björklund,,
7814,Timothy Bottoms,8/30/1951,
7815,Timothy Hines,,
7816,Timothy Hutton,8/16/1960,
7817,Timothy Patrick Quill,,
7818,Timothy Van Patten,6/10/1959,
7819,Timothy Webber,,
7820,Timothy West,10/20/1934,
7821,Timothy Woodward Jr.,,
7822,Timur Bekmambetov,6/25/1961,
7823,Tina Desai,,
7824,Tina Fey,5/18/1970,
7825,Tina Gilton,,
